###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: BartonZwiebach
### Launch time: 0:08:19 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:08:20	1/1/2019 	50	408.00	8.00	12.18	29.58	100748.09	47946	0	BartonZwiebach	
2	0:08:20	1/1/2019 	236	86.00	7.00	6.26	29.58	100748.45	5948	0	BartonZwiebach	
3	0:08:20	1/1/2019 	763	570.00	7.00	13.34	29.58	100748.52	49784	0	BartonZwiebach	
4	0:08:21	1/1/2019 	1593	77.00	7.00	6.08	29.58	100748.41	49784	0	BartonZwiebach	
5	0:08:23	1/1/2019 	3139	965.00	286.00	54.88	29.59	100748.90	49784	0	BartonZwiebach	
6	0:08:23	1/1/2019 	3818	68.00	7.00	5.95	29.60	100749.02	49791	0	BartonZwiebach	
7	0:08:24	1/1/2019 	4081	225.00	7.00	9.81	29.60	100749.02	1850	0	BartonZwiebach	
8	0:08:24	1/1/2019 	4806	203.00	7.00	9.35	29.60	100748.95	51779	0	BartonZwiebach	
9	0:08:26	1/1/2019 	6102	970.00	330.00	62.25	29.61	100749.27	49785	0	BartonZwiebach	
10	0:08:26	1/1/2019 	6134	627.00	8.00	14.09	29.61	100749.27	1850	0	BartonZwiebach	
11	0:08:26	1/1/2019 	6194	102.00	7.00	6.64	29.61	100749.27	1847	0	BartonZwiebach	
12	0:08:26	1/1/2019 	6677	167.00	7.00	8.48	29.61	100749.30	49785	0	BartonZwiebach	
13	0:08:26	1/1/2019 	6703	193.00	7.00	9.13	29.61	100749.30	1849	0	BartonZwiebach	
14	0:08:26	1/1/2019 	6860	891.00	97.00	29.40	29.62	100749.55	3843	0	BartonZwiebach	
15	0:08:27	1/1/2019 	7138	967.00	253.00	50.58	29.62	100749.55	1850	0	BartonZwiebach	
16	0:08:27	1/1/2019 	7660	76.00	6.00	6.06	29.62	100749.75	49793	0	BartonZwiebach	
17	0:08:27	1/1/2019 	7799	929.00	135.00	36.74	29.62	100749.75	1848	0	BartonZwiebach	
18	0:08:28	1/1/2019 	8056	747.00	21.00	18.39	29.62	100749.81	1849	0	BartonZwiebach	
19	0:08:28	1/1/2019 	8209	542.00	7.00	13.07	29.62	100749.81	1850	0	BartonZwiebach	
20	0:08:28	1/1/2019 	8743	132.00	7.00	7.49	29.63	100750.41	51782	0	BartonZwiebach	
