###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: BartonZwiebach
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:07	1/1/2019 	1974	268.00	9.00	10.62	26.30	100807.00	143817	0	BartonZwiebach	
2	0:00:08	1/1/2019 	2991	125.00	7.00	7.29	26.30	100807.30	53951	0	BartonZwiebach	
3	0:00:09	1/1/2019 	3011	662.00	10.00	14.88	26.30	100807.30	1851	0	BartonZwiebach	
4	0:00:10	1/1/2019 	4397	337.00	8.00	11.52	26.32	100807.73	49788	0	BartonZwiebach	
5	0:00:10	1/1/2019 	4649	218.00	9.00	9.70	26.32	100807.83	49783	0	BartonZwiebach	
6	0:00:10	1/1/2019 	4671	346.00	8.00	11.62	26.32	100807.83	1848	0	BartonZwiebach	
7	0:00:10	1/1/2019 	4792	741.00	17.00	17.32	26.32	100807.83	1847	0	BartonZwiebach	
8	0:00:11	1/1/2019 	5908	99.00	8.00	6.57	26.33	100808.26	51780	0	BartonZwiebach	
9	0:00:13	1/1/2019 	7494	97.00	8.00	6.52	26.35	100808.45	49784	0	BartonZwiebach	
10	0:00:14	1/1/2019 	8359	960.00	209.00	46.27	26.36	100808.55	49783	0	BartonZwiebach	
11	0:00:14	1/1/2019 	8482	133.00	8.00	7.53	26.36	100808.55	1851	0	BartonZwiebach	
12	0:00:14	1/1/2019 	8691	799.00	34.00	20.79	26.37	100808.48	49784	0	BartonZwiebach	
13	0:00:14	1/1/2019 	8713	109.00	8.00	6.84	26.37	100808.48	1850	0	BartonZwiebach	
14	0:00:15	1/1/2019 	9019	560.00	9.00	13.52	26.37	100808.81	3843	0	BartonZwiebach	
15	0:00:15	1/1/2019 	9023	90.00	8.00	6.35	26.37	100808.81	1850	0	BartonZwiebach	
16	0:00:15	1/1/2019 	9265	841.00	56.00	23.18	26.37	100808.81	1848	0	BartonZwiebach	
17	0:00:17	1/1/2019 	11310	206.00	8.00	9.43	26.40	100808.81	97729	0	BartonZwiebach	
18	0:00:17	1/1/2019 	11714	287.00	8.00	10.88	26.40	100808.61	50543	0	BartonZwiebach	
19	0:00:18	1/1/2019 	12702	198.00	8.00	9.25	26.42	100808.67	49785	0	BartonZwiebach	
20	0:00:19	1/1/2019 	13008	916.00	120.00	33.91	26.42	100809.00	3986	0	BartonZwiebach	
21	0:00:19	1/1/2019 	13033	421.00	8.00	12.28	26.42	100809.00	1850	0	BartonZwiebach	
22	0:00:19	1/1/2019 	13344	582.00	9.00	13.79	26.42	100809.00	1847	0	BartonZwiebach	
23	0:00:20	1/1/2019 	14387	164.00	6.00	8.39	26.44	100809.10	49785	0	BartonZwiebach	
24	0:00:21	1/1/2019 	15183	97.00	8.00	6.52	26.45	100809.50	49785	0	BartonZwiebach	
25	0:00:21	1/1/2019 	15564	162.00	8.00	8.35	26.45	100809.59	49785	0	BartonZwiebach	
26	0:00:21	1/1/2019 	15728	158.00	8.00	8.24	26.45	100809.59	3842	0	BartonZwiebach	
27	0:00:22	1/1/2019 	16155	528.00	9.00	13.17	26.46	100809.55	1847	0	BartonZwiebach	
28	0:00:22	1/1/2019 	16421	214.00	8.00	9.60	26.46	100809.89	1851	0	BartonZwiebach	
29	0:00:22	1/1/2019 	16907	274.00	8.00	10.68	26.47	100809.79	49784	0	BartonZwiebach	
30	0:00:23	1/1/2019 	17026	153.00	8.00	8.10	26.47	100809.79	1848	0	BartonZwiebach	
31	0:00:23	1/1/2019 	17778	382.00	8.00	11.97	26.47	100809.72	49784	0	BartonZwiebach	
32	0:00:24	1/1/2019 	18314	90.00	8.00	6.35	26.48	100809.66	3843	0	BartonZwiebach	
33	0:00:24	1/1/2019 	18388	99.00	8.00	6.57	26.48	100809.45	1848	0	BartonZwiebach	
34	0:00:24	1/1/2019 	18897	762.00	22.00	18.66	26.49	100809.62	49785	0	BartonZwiebach	
