###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: BartonZwiebach
### Launch time: 0:05:14 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:05:15	1/1/2019 	698	717.00	13.00	16.01	24.71	100767.53	95882	0	BartonZwiebach	
2	0:05:16	1/1/2019 	1187	100.00	7.00	6.59	24.73	100767.47	5937	0	BartonZwiebach	
3	0:05:16	1/1/2019 	1348	610.00	9.00	14.15	24.73	100767.47	1851	0	BartonZwiebach	
4	0:05:16	1/1/2019 	1642	200.00	8.00	9.30	24.73	100767.47	49784	0	BartonZwiebach	
5	0:05:16	1/1/2019 	1650	63.00	7.00	5.91	24.73	100767.47	1846	0	BartonZwiebach	
6	0:05:16	1/1/2019 	1926	980.00	659.00	118.48	24.74	100767.17	1850	0	BartonZwiebach	
7	0:05:17	1/1/2019 	2818	150.00	8.00	8.02	24.76	100767.05	49799	0	BartonZwiebach	
8	0:05:18	1/1/2019 	3143	216.00	8.00	9.65	24.76	100767.05	3877	0	BartonZwiebach	
9	0:05:20	1/1/2019 	5078	975.00	530.00	91.08	24.81	100766.55	97720	0	BartonZwiebach	
10	0:05:22	1/1/2019 	7139	981.00	711.00	128.35	24.85	100765.77	97743	0	BartonZwiebach	
11	0:05:22	1/1/2019 	7219	769.00	25.00	19.30	24.85	100765.77	1850	0	BartonZwiebach	
12	0:05:22	1/1/2019 	7254	897.00	100.00	29.98	24.85	100765.77	1850	0	BartonZwiebach	
13	0:05:26	1/1/2019 	11140	263.00	7.00	10.49	24.95	100764.94	193609	0	BartonZwiebach	
14	0:05:27	1/1/2019 	12090	826.00	54.00	22.95	24.97	100764.95	52670	0	BartonZwiebach	
15	0:05:27	1/1/2019 	12406	457.00	9.00	12.61	24.97	100764.95	1852	0	BartonZwiebach	
16	0:05:28	1/1/2019 	13162	73.00	6.00	6.02	25.00	100764.99	49788	0	BartonZwiebach	
17	0:05:28	1/1/2019 	13801	135.00	8.00	7.59	25.01	100765.09	49785	0	BartonZwiebach	
18	0:05:29	1/1/2019 	14043	167.00	8.00	8.48	25.01	100765.09	1847	0	BartonZwiebach	
19	0:05:29	1/1/2019 	14761	74.00	8.00	6.03	25.03	100765.04	49784	0	BartonZwiebach	
20	0:05:30	1/1/2019 	15181	282.00	8.00	10.80	25.03	100765.04	3823	0	BartonZwiebach	
21	0:05:30	1/1/2019 	15302	931.00	135.00	36.74	25.04	100765.17	1849	0	BartonZwiebach	
