###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: BartonZwiebach
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:07	1/1/2019 	1310	523.00	10.00	13.23	9.55	78909.84	95882	0	BartonZwiebach	
2	0:00:08	1/1/2019 	2443	81.00	9.00	6.16	9.55	78906.78	53917	0	BartonZwiebach	
3	0:00:09	1/1/2019 	3384	920.00	115.00	32.95	9.56	78900.98	49786	0	BartonZwiebach	
4	0:00:11	1/1/2019 	5324	896.00	90.00	28.13	9.57	78896.05	97731	0	BartonZwiebach	
5	0:00:11	1/1/2019 	5448	134.00	9.00	7.56	9.57	78896.05	1850	0	BartonZwiebach	
6	0:00:12	1/1/2019 	6946	690.00	11.00	15.30	9.59	78898.33	97720	0	BartonZwiebach	
7	0:00:13	1/1/2019 	7291	954.00	177.00	43.00	9.59	78898.77	1849	0	BartonZwiebach	
8	0:00:15	1/1/2019 	9335	155.00	9.00	8.16	9.61	78899.43	99734	0	BartonZwiebach	
9	0:00:15	1/1/2019 	9568	821.00	56.00	23.14	9.61	78899.39	49785	0	BartonZwiebach	
10	0:00:16	1/1/2019 	10091	620.00	10.00	14.48	9.62	78899.05	2612	0	BartonZwiebach	
11	0:00:18	1/1/2019 	12458	158.00	9.00	8.25	9.64	78899.48	97728	0	BartonZwiebach	
12	0:00:18	1/1/2019 	12782	110.00	9.00	6.87	9.64	78899.48	49787	0	BartonZwiebach	
13	0:00:19	1/1/2019 	13382	87.00	9.00	6.28	9.64	78899.31	1849	0	BartonZwiebach	
14	0:00:19	1/1/2019 	13781	846.00	63.00	23.97	9.64	78899.89	51989	0	BartonZwiebach	
15	0:00:20	1/1/2019 	14693	566.00	10.00	13.73	9.65	78900.78	49787	0	BartonZwiebach	
16	0:00:21	1/1/2019 	15398	882.00	81.00	26.57	9.66	78901.52	1850	0	BartonZwiebach	
17	0:00:23	1/1/2019 	17348	704.00	12.00	15.66	9.67	78902.27	97729	0	BartonZwiebach	
18	0:00:25	1/1/2019 	19582	968.00	546.00	93.73	9.68	78903.74	145665	0	BartonZwiebach	
19	0:00:26	1/1/2019 	20376	706.00	12.00	15.66	9.69	78904.49	2612	0	BartonZwiebach	
20	0:00:30	1/1/2019 	24618	738.00	16.00	17.01	9.70	78905.66	243694	0	BartonZwiebach	
21	0:00:30	1/1/2019 	24843	801.00	44.00	21.90	9.70	78905.94	1847	0	BartonZwiebach	
22	0:00:31	1/1/2019 	25282	240.00	9.00	10.13	9.70	78905.62	1848	0	BartonZwiebach	
23	0:00:31	1/1/2019 	25467	924.00	121.00	34.12	9.70	78905.62	1850	0	BartonZwiebach	
24	0:00:33	1/1/2019 	27065	905.00	102.00	30.39	9.71	78907.52	97735	0	BartonZwiebach	
25	0:00:33	1/1/2019 	27574	294.00	9.00	11.01	9.71	78907.83	49792	0	BartonZwiebach	
26	0:00:34	1/1/2019 	28628	719.00	13.00	16.01	9.71	78908.11	49789	0	BartonZwiebach	
27	0:00:35	1/1/2019 	29576	103.00	9.00	6.67	9.71	78909.22	51795	0	BartonZwiebach	
28	0:00:35	1/1/2019 	29639	699.00	11.00	15.30	9.71	78909.22	2612	0	BartonZwiebach	
29	0:00:37	1/1/2019 	31077	960.00	279.00	53.87	9.71	78909.70	49789	0	BartonZwiebach	
